mse	rmse	mae	pcc	scc
1	0.022133121	0.14877205	0.10216744769500298	0.5399470042682522	0.49099859090946296
2	0.016364623	0.12792428	0.08269266188614237	0.7098650764120503	0.6600186279317471
3	0.015407296	0.12412613	0.0792174443565807	0.7204378372916955	0.6786735720535174
4	0.015169001	0.1231625	0.07791530896444403	0.7310439970009011	0.7010192562138148
5	0.014093661	0.118716724	0.07345094670712256	0.7330798664034324	0.6975131890234398
6	0.01429783	0.11957353	0.07472280166339745	0.7311287524738318	0.7105253278494225
7	0.014167802	0.119028576	0.07197447876751069	0.7353704393981367	0.7109315858741324
8	0.0142013235	0.11916931	0.07221553417141059	0.7355633402582074	0.7163118839939395
9	0.014613424	0.120886	0.07366352959622043	0.7332247440163437	0.712302391702864
10	0.01678404	0.12955323	0.0850750587460016	0.7366086510189888	0.7100721647114008
11	0.014130876	0.118873365	0.07316312920212854	0.7323721745007031	0.7161556368706248
12	0.014169334	0.11903501	0.07754623944988402	0.7337093367698493	0.7163241206843254
13	0.013964859	0.118173	0.07669372943257004	0.7382390873981866	0.7198961224502197
14	0.013645007	0.11681185	0.07479096188204183	0.7415760995321077	0.7208167097520721
15	0.014320018	0.11966628	0.0745216118334112	0.7335262607342772	0.7129991605978473
16	0.013916246	0.117967136	0.07889330327499514	0.7399897207469487	0.7243492922126775
17	0.014215455	0.11922859	0.07339599048335806	0.7348446757917492	0.7241230574977872
18	0.013708944	0.1170852	0.07242829117767836	0.7411267204107305	0.7252396025924016
19	0.014010107	0.1183643	0.08222827246541477	0.7449006209565583	0.7329808522600497
20	0.014195449	0.119144656	0.07201112854401419	0.735532894440858	0.7200528470736051
