mse	rmse	mae	pcc	scc
1	0.022370022	0.14956611	0.09940342373973134	0.6017720976713405	0.5116874791206382
2	0.015784707	0.1256372	0.08090865994730653	0.7190352732682528	0.6698954539799674
3	0.014131738	0.118876986	0.07990874713029761	0.7353729343564119	0.705566321412751
4	0.016472505	0.12834527	0.08475213544644192	0.7307429295946483	0.6974242767096497
5	0.015869506	0.12597422	0.08000226954157859	0.7370277930707272	0.7082509857624226
6	0.020026667	0.14151561	0.10049004023199841	0.7362269879272269	0.7127962243503367
7	0.014326118	0.11969176	0.07225149631436946	0.7374175194527031	0.7171240816598349
8	0.014619782	0.12091229	0.07569596357612648	0.7401473384281019	0.717025703267305
9	0.015153889	0.12310113	0.07931219082960134	0.7369902977483629	0.7102601269346835
10	0.018287985	0.13523307	0.09307364461399056	0.7362249276398443	0.7160451081652363
11	0.014025153	0.118427835	0.07179506114997775	0.737767904011445	0.7252601086692486
12	0.014328409	0.11970133	0.07306495557898371	0.7372494166982876	0.7225867871357096
13	0.014014973	0.11838485	0.07389945895608008	0.7371872816488194	0.7213052942499979
14	0.014093558	0.11871629	0.07150826172662084	0.7411966611585614	0.71867733912313
15	0.014642749	0.12100723	0.07586868742307172	0.7360576178811573	0.7191665909050952
16	0.014023251	0.11841981	0.075628724135811	0.7328435629114866	0.726436958138547
17	0.014319477	0.11966401	0.07294795251468236	0.7363705942716373	0.7254397910417244
18	0.013845594	0.1176673	0.07142803101304107	0.7419988019556211	0.7276450606110528
19	0.013516053	0.11625856	0.07301563104373267	0.7452454366761252	0.7282096385470237
20	0.01429299	0.11955329	0.0731393673068456	0.7456786327922431	0.7294546271924701
