mse	rmse	mae	pcc	scc
1	0.016436735	0.12820584	0.09033784754134953	0.6877921407415084	0.6298104216014931
2	0.014457072	0.12023757	0.07442349705410209	0.7324410814248665	0.6850498399176462
3	0.017204013	0.13116407	0.08557790007253524	0.7337727156168848	0.7133149893738712
4	0.01715679	0.13098393	0.08776143425329615	0.7307271999305557	0.6994863966476205
5	0.014388971	0.119954035	0.072351133561398	0.7331986816164926	0.7036256223144766
6	0.014625705	0.12093678	0.07297142519821412	0.735292224675832	0.7117600512644319
7	0.014549908	0.120623	0.07372942649993024	0.7384259770042543	0.7170655717648773
8	0.01470539	0.121265784	0.07881951357514332	0.7400149627736637	0.7227911576318425
9	0.014045502	0.11851372	0.07240876886641887	0.7412489545024709	0.7246771999841627
10	0.014248629	0.11936762	0.07696692432998957	0.7433007314944082	0.7290769840444717
11	0.013609015	0.11665768	0.07683478066071871	0.7463727113825546	0.7283628201473571
12	0.013747788	0.117250964	0.07199292925919863	0.7443379310138833	0.7276539564714668
13	0.013499722	0.1161883	0.07427235324682747	0.7450524562761465	0.7352473151396665
14	0.013401561	0.11576511	0.07102911213049735	0.748722851549457	0.7317603614559446
15	0.013419896	0.11584428	0.07040713417952991	0.7479599442832928	0.7378542293516266
16	0.013897971	0.11788966	0.07967821727402845	0.7531448604060398	0.7395168722839293
17	0.013525966	0.11630119	0.07030229099344243	0.7492452643137796	0.7347998496588969
18	0.013465742	0.11604198	0.06977439074960376	0.7493380497611069	0.7355416827033978
19	0.013472533	0.11607124	0.07180034312943447	0.7459800709484616	0.7367538383076658
20	0.0136496285	0.11683162	0.0708297494576629	0.7446278140043256	0.7373872658996854
