mse	rmse	mae	pcc	scc
1	0.015869735	0.12597513	0.08625462728780081	0.6959869597932365	0.6392417303668968
2	0.014360885	0.11983691	0.07385460320810304	0.7289320521571175	0.6950986852484567
3	0.017541887	0.13244578	0.09038537535230615	0.7292488818693196	0.6979603711775038
4	0.015892655	0.12606607	0.08047157836212943	0.7341747903457353	0.7045043275551698
5	0.016263848	0.1275298	0.07765397486116316	0.7327988190234969	0.7110116143930881
6	0.016068302	0.12676081	0.08199762528074031	0.7361016942381321	0.715327245766167
7	0.015079114	0.12279704	0.0761057751572991	0.734853739447911	0.6983317884265268
8	0.014093136	0.11871452	0.07607539564674973	0.7313276759368974	0.715434242379226
9	0.0144179445	0.12007475	0.07327297938564427	0.7360345686171271	0.7136815698242744
10	0.016909681	0.13003723	0.08734642576382914	0.7385471370779034	0.7167005877666229
11	0.013911158	0.117945574	0.07249954524804643	0.7482199721747322	0.7292175905475712
12	0.01414896	0.1189494	0.07366875521803795	0.7407290333398437	0.7242534156016782
13	0.013692624	0.11701549	0.07516480459850472	0.7453274144955838	0.7289855169629036
14	0.01330401	0.11534301	0.07382481705207343	0.7502091605938154	0.7246898757023639
15	0.013942954	0.11808029	0.07355036390594805	0.7404857965182782	0.7219021984645759
16	0.013597759	0.11660943	0.073528546978313	0.7439520567091266	0.7346219907243869
17	0.013276101	0.11522196	0.0701426237872225	0.7528857914612168	0.7339748770439966
18	0.013626337	0.116731904	0.07030048484198533	0.7459057272743226	0.7310052384646022
19	0.014096999	0.11873078	0.07921470206783851	0.7477197393666221	0.7321066613145685
20	0.014110714	0.118788525	0.07205962407341798	0.7370361678819132	0.7214956855945729
