mse	rmse	mae	pcc	scc
1	0.017731559	0.1331599	0.09694076073939902	0.6700266484237655	0.6135814472074118
2	0.01811874	0.13460587	0.08477474740608894	0.7063218300137912	0.6754037391211233
3	0.015541536	0.12466569	0.0773197350434442	0.7174702177368643	0.6986695538847438
4	0.017285025	0.13147253	0.08554573063165677	0.7179707273798401	0.7046144687633706
5	0.015104128	0.122898854	0.07515319292005081	0.7198547246844987	0.7020278578589559
6	0.017187037	0.13109934	0.08495557631551516	0.7187640669001153	0.7086114701475648
7	0.015162228	0.123135	0.07320739938995498	0.7239603390978832	0.7132121871281303
8	0.01503797	0.1226294	0.07498173225975638	0.7210269811409548	0.7105819461921747
9	0.01490424	0.12208293	0.0733624884117249	0.7230657793409639	0.7179495560921367
10	0.016938344	0.1301474	0.08460551086370248	0.7235106571811183	0.7208597232842461
11	0.015020848	0.12255957	0.0734987977654726	0.719514269712121	0.720372900170694
12	0.015043759	0.122653	0.07465482430949734	0.7199493114469881	0.7190594216008868
13	0.014228652	0.119283915	0.07272201693036263	0.7299950735426661	0.7265678961457039
14	0.01439665	0.11998604	0.07478932366446668	0.7253072467910744	0.7196834572548476
15	0.014778571	0.121567145	0.07382695832150009	0.7208163644566831	0.7205311700957729
16	0.014386881	0.119945325	0.07669795876207104	0.7277024997523476	0.730530577231906
17	0.01466597	0.12110314	0.07262339600074894	0.7235486886265238	0.7234368444176112
18	0.014433667	0.120140195	0.07326075300830903	0.726684348443671	0.7279017691259725
19	0.014929761	0.1221874	0.08166510148731376	0.7263201389351547	0.7288345000582488
20	0.015119554	0.122961596	0.07324198421320825	0.7181796395275823	0.7229361110150542
