mse	rmse	mae	pcc	scc
1	0.014578544	0.12074164	0.07922795119590348	0.7239610128292174	0.6800265372320271
2	0.015035846	0.12262074	0.08386596810971689	0.7299967474486367	0.7073164717279397
3	0.014657928	0.12106993	0.08309182227400222	0.732712462830231	0.7113230831616368
4	0.014101401	0.11874932	0.07403898725285185	0.7376689066610458	0.7203402529328389
5	0.014825405	0.121759616	0.07661271547544461	0.7238541882110399	0.7154395889552131
6	0.014320936	0.119670115	0.0802864645407347	0.733862465111774	0.7196674272229765
7	0.01434146	0.119755834	0.07416303797044264	0.7323092096232426	0.720071342256561
8	0.014981499	0.122398935	0.07668839040936427	0.7282820146503993	0.7194822793389805
9	0.015274638	0.12359061	0.07865213538518434	0.7318141066535367	0.7267772985734905
10	0.015258084	0.123523615	0.07813034488142967	0.7267252348074492	0.7209310271131235
11	0.014520795	0.12050226	0.07722694695591324	0.7323689759858941	0.7276350116768358
12	0.014593725	0.12080449	0.07575195907354944	0.7295028167871495	0.7279446050238736
13	0.015588543	0.12485409	0.08200761761704481	0.7196753105939997	0.7206214014938386
14	0.0153996395	0.12409528	0.07699686251142925	0.7165317749100506	0.7181395118232511
15	0.015197639	0.12327871	0.07750883284699552	0.7157572831240409	0.7203365311881984
16	0.015162568	0.12313638	0.07865294876272828	0.7184349909725559	0.7245723068591367
17	0.015085075	0.122821316	0.07641914579576894	0.7260034101986266	0.7284056643474996
18	0.014872256	0.121951856	0.0757881523819491	0.7233412999300931	0.7232461150361336
19	0.015261849	0.12353886	0.07607451683862301	0.7148450343210027	0.7229776620397819
20	0.01579012	0.12565875	0.07687152068986908	0.7207364691515286	0.7259660259494017
