mse	rmse	mae	pcc	scc
1	0.017756756	0.13325448	0.08542468652308637	0.6712539192585137	0.6132093345384666
2	0.014322756	0.119677715	0.07557913537595258	0.7320033172606643	0.6915694457011929
3	0.018608917	0.1364145	0.09630965647871786	0.7345572989475518	0.7014487348684909
4	0.019173287	0.13846764	0.09862529927369879	0.732652166716584	0.6983201073043382
5	0.014415879	0.12006614	0.07263858262583298	0.7367914318646164	0.710729021234422
6	0.014466577	0.120277084	0.07387935012959804	0.7424877489844629	0.7156824378955574
7	0.014174581	0.119057044	0.07386432647166255	0.7418020242103568	0.7208974240589261
8	0.015193282	0.12326103	0.08140544693376751	0.7421817198905977	0.7226252422826285
9	0.014388141	0.11995058	0.07224629675228834	0.7381473705002884	0.7213890715060748
10	0.013986891	0.11826619	0.0751632595403834	0.7475682283423649	0.7333606350321723
11	0.013574916	0.11651144	0.07688940995671009	0.7477890214869104	0.7309528155253703
12	0.014274955	0.119477846	0.07345216769270402	0.7394188627613625	0.7292560605461923
13	0.013501509	0.11619599	0.07396849822024587	0.748063812794215	0.738248968718926
14	0.013712116	0.11709874	0.07301893981555328	0.7398817208014623	0.7312145671054515
15	0.013560186	0.11644821	0.07016834248002965	0.7459130775139097	0.7383598833265761
16	0.014222544	0.11925831	0.08194717076638333	0.7434331402952461	0.7336699211430134
17	0.014147548	0.11894347	0.0719856483242837	0.7453926367550106	0.7288258717495654
18	0.013998757	0.118316345	0.07241530480884369	0.7386883781316245	0.728918356810677
19	0.013414661	0.11582168	0.07167076537877506	0.7470755633755061	0.7373094680605022
20	0.013850334	0.11768744	0.07079261041797377	0.7431755951719838	0.7373942796339434
