mse	rmse	mae	pcc	scc
1	0.014503606	0.12043092	0.07864507662827677	0.7250933009711827	0.6808895640305463
2	0.015195869	0.123271525	0.08569716686437907	0.7284142357763532	0.7082312118190639
3	0.014620114	0.12091366	0.08350247087126067	0.7339509016599441	0.715335227774084
4	0.01445527	0.12023007	0.07483442821829311	0.7312304798184921	0.7175347275362153
5	0.015179144	0.12320367	0.07714537453105326	0.7175575715057615	0.7135719826866658
6	0.014430952	0.1201289	0.07856288124201931	0.730158114783454	0.7203822585833829
7	0.014561995	0.12067309	0.07503992822700419	0.730315283360197	0.7201899544952222
8	0.014794969	0.12163457	0.07580879032803027	0.729632287017614	0.7214010189278692
9	0.014927334	0.12217747	0.07709258276119321	0.7338448329676728	0.7276580130003487
10	0.015101058	0.12288637	0.07822111173144163	0.7254062216250275	0.7223302413283368
11	0.014554166	0.12064065	0.07712433869335795	0.7276265844885205	0.7221724630575913
12	0.014381853	0.11992437	0.07456532206007219	0.732435638966015	0.7240198003694482
13	0.015382293	0.124025375	0.08244375019847563	0.7234151111484776	0.7218223147110838
14	0.015087077	0.12282947	0.07652361335302932	0.7227325924168689	0.7187124816917302
15	0.0149041405	0.12208252	0.07749156383108195	0.7206552563605119	0.719179352889584
16	0.014465869	0.12027414	0.07532569531245775	0.7273244836576247	0.7240881241740709
17	0.014960957	0.12231499	0.07605791120340007	0.7290900452498609	0.726487577218734
18	0.01426452	0.11943417	0.07301286458858394	0.7318954396718632	0.7271647838320396
19	0.014470913	0.12029511	0.07388540925700232	0.7294427212487801	0.7272979853802806
20	0.015583872	0.12483538	0.0784425486204761	0.7257858169367125	0.7232808898898221
