mse	rmse	mae	pcc	scc
1	0.01426649	0.11944241	0.07756031472414278	0.7287303977858853	0.7007146804225645
2	0.015073321	0.12277345	0.08553547368317764	0.7345592349623169	0.711316644615852
3	0.016550628	0.12864925	0.09493238191561663	0.7365796250250088	0.7235108065369394
4	0.014376603	0.11990248	0.07520800167686151	0.7353739890348471	0.7193335257323384
5	0.014566224	0.120690614	0.0783722934702037	0.7303947943056329	0.7220094220391636
6	0.01428587	0.11952351	0.07964450993458122	0.7358719008370742	0.7265478934493734
7	0.014245973	0.1193565	0.07423533919820867	0.7359509529175325	0.7280134857428248
8	0.014541342	0.12058748	0.07521426153138769	0.7342693854438148	0.7253828109024782
9	0.014267499	0.119446635	0.07526226661846566	0.7385642588933758	0.728984111036351
10	0.014493747	0.120389976	0.07572534211912078	0.7349854084913823	0.7321934498978121
11	0.014428125	0.12011713	0.07567638230228277	0.7317019121502175	0.7271598137374845
12	0.014418253	0.12007603	0.07366098800660227	0.7351301340121335	0.7324468851060234
13	0.015084816	0.12282026	0.08024936679861443	0.7256046456776234	0.7230839156810787
14	0.014262772	0.11942685	0.07325598968569651	0.7327990858006169	0.7310510275043932
15	0.014563946	0.120681174	0.07768054002820503	0.7276507469924682	0.7282577249685767
16	0.014244545	0.119350515	0.07626195610700785	0.729720444405506	0.7281968367058277
17	0.01461507	0.1208928	0.07505162611442945	0.7342535707977911	0.7317401316119025
18	0.014388553	0.11995229	0.07356263734667498	0.7271523994652415	0.7252295499475595
19	0.015005104	0.12249532	0.0742589065548682	0.7200116686631958	0.7230814100064182
20	0.01511141	0.12292848	0.07479438497815555	0.7291972034870882	0.7288384036756622
